simulation,position,driver_id,driver_name,team,total_time,gap_to_leader,pit_stops,fastest_lap,status,dnf_reason,strategy
15,8,PIA,PIA,McLaren,7143.420,145.243,4,99.076,finished,,"soft,hard,medium"
15,9,TSU,TSU,RB,7144.285,146.107,4,99.094,finished,,"soft,hard,medium"
15,10,NOR,NOR,McLaren,7145.158,146.981,4,99.203,finished,,"soft,hard,medium"
15,11,HAM,HAM,Mercedes,7146.280,148.103,4,99.191,finished,,"soft,hard,medium"
15,12,BOT,BOT,Kick Sauber,7147.649,149.472,4,98.743,finished,,"soft,hard,medium"
15,13,STR,STR,Aston Martin,7148.964,150.787,4,99.223,finished,,"soft,hard,medium"
15,14,RUS,RUS,Mercedes,7149.244,151.067,4,98.733,finished,,"soft,hard,medium"
15,15,ALB,ALB,Williams,7166.773,168.596,5,98.623,finished,,"soft,hard,medium"
15,16,ALO,ALO,Aston Martin,7169.557,171.380,5,99.042,finished,,"soft,hard,medium"
15,17,HUL,HUL,Haas F1 Team,1151.141,0.000,0,100.468,dnf,brake failure,soft
15,18,OCO,OCO,Alpine,2813.123,0.000,2,100.440,dnf,electrical failure,"soft,hard,medium"
15,19,ZHO,ZHO,Kick Sauber,3330.324,0.000,2,99.927,dnf,hydraulics failure,"soft,hard,medium"
15,20,MAG,MAG,Haas F1 Team,4615.383,0.000,3,100.122,dnf,brake failure,"soft,hard,medium"
16,1,VER,VER,Red Bull Racing,6515.065,0.000,4,96.923,finished,,"soft,hard,medium"
16,2,PER,PER,Red Bull Racing,6540.190,25.125,5,97.156,finished,,"soft,hard,medium"
16,3,SAI,SAI,Ferrari,6568.410,53.345,4,98.038,finished,,"soft,hard,medium"
16,4,LEC,LEC,Ferrari,6601.650,86.585,5,97.623,finished,,"soft,hard,medium"
16,5,RUS,RUS,Mercedes,6602.936,87.871,3,98.839,finished,,"soft,hard,medium"
16,6,BOT,BOT,Kick Sauber,6617.789,102.724,3,99.198,finished,,"soft,hard,medium"
16,7,SAR,SAR,Williams,6628.986,113.921,3,99.075,finished,,"soft,hard,medium"
16,8,GAS,GAS,Alpine,6637.893,122.828,4,98.976,finished,,"soft,hard,medium"
16,9,STR,STR,Aston Martin,6638.770,123.705,4,98.781,finished,,"soft,hard,medium"
16,10,NOR,NOR,McLaren,6640.384,125.319,4,99.305,finished,,"soft,hard,medium"
16,11,MAG,MAG,Haas F1 Team,6642.201,127.135,4,98.596,finished,,"soft,hard,medium"
16,12,PIA,PIA,McLaren,6643.340,128.275,4,98.915,finished,,"soft,hard,medium"
16,13,ZHO,ZHO,Kick Sauber,6645.141,130.076,4,99.073,finished,,"soft,hard,medium"
16,14,HAM,HAM,Mercedes,6647.445,132.380,4,98.971,finished,,"soft,hard,medium"
16,15,RIC,RIC,RB,6649.217,134.152,4,98.892,finished,,"soft,hard,medium"
16,16,ALO,ALO,Aston Martin,6654.839,139.774,4,99.144,finished,,"soft,hard,medium"
16,17,ALB,ALB,Williams,6666.026,150.961,5,98.664,finished,,"soft,hard,medium"
16,18,OCO,OCO,Alpine,828.297,0.000,0,100.268,dnf,brake failure,soft
16,19,TSU,TSU,RB,1254.382,0.000,0,100.181,dnf,electrical failure,medium
16,20,HUL,HUL,Haas F1 Team,2665.495,0.000,2,100.065,dnf,hydraulics failure,"soft,hard,medium"
17,1,PER,PER,Red Bull Racing,7535.137,0.000,4,98.898,finished,,"soft,hard,medium"
17,2,VER,VER,Red Bull Racing,7556.733,21.596,5,98.776,finished,,"soft,hard,medium"
17,3,SAI,SAI,Ferrari,7624.014,88.877,5,99.690,finished,,"soft,hard,medium"
17,4,LEC,LEC,Ferrari,7631.408,96.271,5,99.823,finished,,"soft,hard,medium"
17,5,ZHO,ZHO,Kick Sauber,7681.812,146.676,4,100.698,finished,,"soft,hard,medium"
17,6,STR,STR,Aston Martin,7683.297,148.160,4,100.314,finished,,"soft,hard,medium"
17,7,ALB,ALB,Williams,7687.397,152.260,4,100.394,finished,,"soft,hard,medium"
17,8,NOR,NOR,McLaren,7691.978,156.842,5,100.715,finished,,"soft,hard,medium"
17,9,ALO,ALO,Aston Martin,7696.607,161.471,4,100.337,finished,,"soft,hard,medium"
17,10,MAG,MAG,Haas F1 Team,7698.189,163.052,4,100.835,finished,,"soft,hard,medium"
17,11,RUS,RUS,Mercedes,7703.717,168.580,5,100.727,finished,,"soft,hard,medium"
17,12,HUL,HUL,Haas F1 Team,7707.099,171.962,5,101.399,finished,,"soft,hard,medium"
17,13,SAR,SAR,Williams,7708.015,172.879,5,100.588,finished,,"soft,hard,medium"
17,14,TSU,TSU,RB,7714.468,179.331,5,100.828,finished,,"soft,hard,medium"
17,15,BOT,BOT,Kick Sauber,7715.265,180.128,5,100.787,finished,,"soft,hard,medium"
17,16,RIC,RIC,RB,7715.850,180.713,5,100.219,finished,,"soft,hard,medium"
17,17,HAM,HAM,Mercedes,7719.344,184.207,5,100.403,finished,,"soft,hard,medium"
17,18,GAS,GAS,Alpine,7720.451,185.314,5,100.656,finished,,"soft,hard,medium"
17,19,PIA,PIA,McLaren,7721.370,186.233,5,100.720,finished,,"soft,hard,medium"
17,20,OCO,OCO,Alpine,6340.665,0.000,4,100.670,dnf,gearbox failure,"soft,hard,medium"
18,1,PER,PER,Red Bull Racing,7291.755,0.000,5,96.794,finished,,"soft,hard,medium"
18,2,VER,VER,Red Bull Racing,7294.371,2.616,5,97.330,finished,,"soft,hard,medium"
18,3,LEC,LEC,Ferrari,7341.832,50.077,4,98.049,finished,,"soft,hard,medium"
18,4,SAI,SAI,Ferrari,7350.627,58.872,5,97.628,finished,,"soft,hard,medium"
18,5,ZHO,ZHO,Kick Sauber,7412.388,120.633,4,98.982,finished,,"soft,hard,medium"
18,6,NOR,NOR,McLaren,7417.019,125.264,4,99.305,finished,,"soft,hard,medium"
18,7,MAG,MAG,Haas F1 Team,7417.220,125.465,4,99.354,finished,,"soft,hard,medium"
18,8,RUS,RUS,Mercedes,7426.454,134.699,5,99.016,finished,,"soft,hard,medium"
18,9,STR,STR,Aston Martin,7429.732,137.977,5,99.332,finished,,"soft,hard,medium"
18,10,SAR,SAR,Williams,7434.808,143.053,5,99.027,finished,,"soft,hard,medium"
18,11,RIC,RIC,RB,7435.297,143.542,5,98.824,finished,,"soft,hard,medium"
18,12,HAM,HAM,Mercedes,7437.913,146.158,5,99.322,finished,,"soft,hard,medium"
18,13,ALO,ALO,Aston Martin,7437.954,146.199,5,98.804,finished,,"soft,hard,medium"
18,14,ALB,ALB,Williams,7440.527,148.772,5,98.803,finished,,"soft,hard,medium"
18,15,HUL,HUL,Haas F1 Team,7441.896,150.141,5,99.216,finished,,"soft,hard,medium"
18,16,PIA,PIA,McLaren,7444.854,153.099,5,99.517,finished,,"soft,hard,medium"
18,17,GAS,GAS,Alpine,7447.128,155.373,5,99.301,finished,,"soft,hard,medium"
18,18,TSU,TSU,RB,807.551,0.000,0,100.657,dnf,gearbox failure,soft
18,19,OCO,OCO,Alpine,5234.771,0.000,2,100.417,dnf,hydraulics failure,"soft,hard,medium"
18,20,BOT,BOT,Kick Sauber,6483.183,0.000,4,99.381,dnf,gearbox failure,"soft,hard,medium"
19,1,PER,PER,Red Bull Racing,6940.292,0.000,3,98.082,finished,,"soft,hard,medium"
19,2,VER,VER,Red Bull Racing,6946.543,6.251,4,97.830,finished,,"soft,hard,medium"
19,3,SAI,SAI,Ferrari,7024.591,84.299,4,99.092,finished,,"soft,hard,medium"
19,4,LEC,LEC,Ferrari,7035.838,95.546,4,99.337,finished,,"soft,hard,medium"
19,5,SAR,SAR,Williams,7071.966,131.674,3,99.785,finished,,"soft,hard,medium"
19,6,HAM,HAM,Mercedes,7078.966,138.674,4,99.920,finished,,"soft,hard,medium"
19,7,RIC,RIC,RB,7084.087,143.795,3,100.546,finished,,"soft,hard,medium"
19,8,BOT,BOT,Kick Sauber,7086.456,146.164,4,99.955,finished,,"soft,hard,medium"
19,9,STR,STR,Aston Martin,7088.363,148.071,4,100.059,finished,,"soft,hard,medium"
19,10,HUL,HUL,Haas F1 Team,7091.407,151.115,4,100.153,finished,,"soft,hard,medium"
19,11,NOR,NOR,McLaren,7093.757,153.465,4,99.914,finished,,"soft,hard,medium"
19,12,GAS,GAS,Alpine,7096.316,156.024,4,100.130,finished,,"soft,hard,medium"
19,13,ALO,ALO,Aston Martin,7096.615,156.323,4,99.758,finished,,"soft,hard,medium"
19,14,ZHO,ZHO,Kick Sauber,7098.374,158.082,4,100.135,finished,,"soft,hard,medium"
19,15,MAG,MAG,Haas F1 Team,7101.615,161.323,4,99.813,finished,,"soft,hard,medium"
19,16,PIA,PIA,McLaren,7103.216,162.924,4,99.761,finished,,"soft,hard,medium"
19,17,RUS,RUS,Mercedes,7113.807,173.515,5,98.808,finished,,"soft,hard,medium"
19,18,OCO,OCO,Alpine,7116.851,176.559,5,100.103,finished,,"soft,hard,medium"
19,19,ALB,ALB,Williams,7120.080,179.788,5,99.645,finished,,"soft,hard,medium"
19,20,TSU,TSU,RB,6399.230,0.000,4,99.681,dnf,gearbox failure,"soft,hard,medium"
20,1,VER,VER,Red Bull Racing,7163.265,0.000,4,97.237,finished,,"soft,hard,medium"
20,2,PER,PER,Red Bull Racing,7169.429,6.164,4,97.492,finished,,"soft,hard,medium"
20,3,SAI,SAI,Ferrari,7233.907,70.642,4,98.477,finished,,"soft,hard,medium"
20,4,LEC,LEC,Ferrari,7235.308,72.043,4,98.741,finished,,"soft,hard,medium"
20,5,NOR,NOR,McLaren,7286.362,123.097,4,98.880,finished,,"soft,hard,medium"
20,6,TSU,TSU,RB,7303.345,140.080,4,99.744,finished,,"soft,hard,medium"
20,7,ZHO,ZHO,Kick Sauber,7311.563,148.298,4,99.339,finished,,"soft,hard,medium"
20,8,OCO,OCO,Alpine,7312.402,149.138,4,99.585,finished,,"soft,hard,medium"
20,9,SAR,SAR,Williams,7318.050,154.786,4,99.118,finished,,"soft,hard,medium"
20,10,RUS,RUS,Mercedes,7318.644,155.380,5,99.719,finished,,"soft,hard,medium"
20,11,ALB,ALB,Williams,7326.092,162.827,5,99.667,finished,,"soft,hard,medium"
20,12,HAM,HAM,Mercedes,7330.710,167.445,5,99.670,finished,,"soft,hard,medium"
20,13,GAS,GAS,Alpine,7330.716,167.452,5,99.599,finished,,"soft,hard,medium"
20,14,STR,STR,Aston Martin,7333.370,170.106,5,99.663,finished,,"soft,hard,medium"
20,15,PIA,PIA,McLaren,7335.590,172.325,5,99.774,finished,,"soft,hard,medium"
20,16,ALO,ALO,Aston Martin,7336.421,173.156,5,99.194,finished,,"soft,hard,medium"
20,17,MAG,MAG,Haas F1 Team,4341.550,0.000,3,101.304,dnf,brake failure,"soft,hard,medium"
20,18,BOT,BOT,Kick Sauber,4753.147,0.000,3,99.503,dnf,engine failure,"soft,hard,medium"
20,19,RIC,RIC,RB,5153.691,0.000,3,99.563,dnf,hydraulics failure,"soft,hard,medium"
20,20,HUL,HUL,Haas F1 Team,5774.305,0.000,3,99.504,dnf,electrical failure,"soft,hard,medium"
21,1,PER,PER,Red Bull Racing,7110.565,0.000,4,97.385,finished,,"soft,hard,medium"
21,2,VER,VER,Red Bull Racing,7116.377,5.812,5,96.936,finished,,"soft,hard,medium"
21,3,SAI,SAI,Ferrari,7187.928,77.363,5,98.250,finished,,"soft,hard,medium"
21,4,LEC,LEC,Ferrari,7197.066,86.501,5,97.277,finished,,"soft,hard,medium"
21,5,BOT,BOT,Kick Sauber,7246.567,136.002,4,98.943,finished,,"soft,hard,medium"
21,6,SAR,SAR,Williams,7252.492,141.927,4,99.374,finished,,"soft,hard,medium"
21,7,PIA,PIA,McLaren,7254.667,144.102,4,99.324,finished,,"soft,hard,medium"
21,8,NOR,NOR,McLaren,7256.367,145.802,4,98.681,finished,,"soft,hard,medium"
21,9,TSU,TSU,RB,7257.930,147.365,4,99.214,finished,,"soft,hard,medium"
21,10,MAG,MAG,Haas F1 Team,7259.173,148.608,5,99.029,finished,,"soft,hard,medium"
21,11,HAM,HAM,Mercedes,7262.174,151.609,5,99.021,finished,,"soft,hard,medium"
21,12,RUS,RUS,Mercedes,7265.334,154.769,5,99.264,finished,,"soft,hard,medium"
21,13,GAS,GAS,Alpine,7268.681,158.116,5,98.336,finished,,"soft,hard,medium"
21,14,RIC,RIC,RB,7272.630,162.065,5,99.022,finished,,"soft,hard,medium"
21,15,ALO,ALO,Aston Martin,7274.938,164.373,5,98.892,finished,,"soft,hard,medium"
21,16,HUL,HUL,Haas F1 Team,7276.360,165.795,5,99.319,finished,,"soft,hard,medium"
21,17,STR,STR,Aston Martin,7280.330,169.765,5,99.117,finished,,"soft,hard,medium"
21,18,OCO,OCO,Alpine,1465.534,0.000,0,100.434,dnf,brake failure,soft
21,19,ALB,ALB,Williams,5040.926,0.000,3,99.363,dnf,electrical failure,"soft,hard,medium"
21,20,ZHO,ZHO,Kick Sauber,6680.466,0.000,4,99.316,dnf,brake failure,"soft,hard,medium"
22,1,VER,VER,Red Bull Racing,7220.168,0.000,5,97.129,finished,,"soft,hard,medium"
22,2,PER,PER,Red Bull Racing,7223.047,2.878,5,97.274,finished,,"soft,hard,medium"
22,3,LEC,LEC,Ferrari,7261.231,41.063,4,98.426,finished,,"soft,hard,medium"
22,4,SAI,SAI,Ferrari,7276.600,56.432,5,98.121,finished,,"soft,hard,medium"
22,5,RUS,RUS,Mercedes,7328.536,108.367,5,98.583,finished,,"soft,hard,medium"
22,6,NOR,NOR,McLaren,7333.271,113.103,4,99.566,finished,,"soft,hard,medium"
22,7,RIC,RIC,RB,7333.708,113.539,4,98.791,finished,,"soft,hard,medium"
22,8,HAM,HAM,Mercedes,7335.304,115.135,5,98.984,finished,,"soft,hard,medium"
22,9,HUL,HUL,Haas F1 Team,7349.810,129.641,5,98.713,finished,,"soft,hard,medium"
22,10,ALO,ALO,Aston Martin,7351.058,130.889,5,98.650,finished,,"soft,hard,medium"
22,11,BOT,BOT,Kick Sauber,7352.783,132.615,5,98.827,finished,,"soft,hard,medium"
22,12,PIA,PIA,McLaren,7354.463,134.295,5,98.771,finished,,"soft,hard,medium"
22,13,ALB,ALB,Williams,7355.045,134.876,5,99.370,finished,,"soft,hard,medium"
22,14,GAS,GAS,Alpine,7355.369,135.200,5,98.809,finished,,"soft,hard,medium"
22,15,STR,STR,Aston Martin,7355.582,135.413,5,98.887,finished,,"soft,hard,medium"
22,16,MAG,MAG,Haas F1 Team,7356.881,136.712,5,98.878,finished,,"soft,hard,medium"
22,17,OCO,OCO,Alpine,7361.102,140.933,5,99.319,finished,,"soft,hard,medium"
22,18,SAR,SAR,Williams,2444.765,0.000,1,101.126,dnf,gearbox failure,"medium,hard"
22,19,TSU,TSU,RB,6201.538,0.000,4,98.991,dnf,brake failure,"soft,hard,medium"
22,20,ZHO,ZHO,Kick Sauber,6391.638,0.000,4,99.209,dnf,engine failure,"soft,hard,medium"
23,1,VER,VER,Red Bull Racing,6889.478,0.000,5,96.836,finished,,"soft,hard,medium"
23,2,PER,PER,Red Bull Racing,6902.380,12.902,5,96.860,finished,,"soft,hard,medium"
23,3,SAI,SAI,Ferrari,6934.707,45.229,4,97.881,finished,,"soft,hard,medium"
23,4,LEC,LEC,Ferrari,6941.595,52.117,4,98.321,finished,,"soft,hard,medium"
23,5,HAM,HAM,Mercedes,6999.423,109.946,4,98.670,finished,,"soft,hard,medium"
23,6,BOT,BOT,Kick Sauber,7001.856,112.378,4,98.851,finished,,"soft,hard,medium"
23,7,STR,STR,Aston Martin,7007.236,117.758,4,98.978,finished,,"soft,hard,medium"
23,8,OCO,OCO,Alpine,7011.004,121.526,4,99.202,finished,,"soft,hard,medium"
23,9,ZHO,ZHO,Kick Sauber,7012.229,122.751,4,99.089,finished,,"soft,hard,medium"
23,10,HUL,HUL,Haas F1 Team,7015.169,125.691,4,99.241,finished,,"soft,hard,medium"
23,11,PIA,PIA,McLaren,7017.285,127.807,4,99.111,finished,,"soft,hard,medium"
23,12,GAS,GAS,Alpine,7017.866,128.388,4,99.055,finished,,"soft,hard,medium"
23,13,SAR,SAR,Williams,7018.695,129.217,4,98.685,finished,,"soft,hard,medium"
23,14,NOR,NOR,McLaren,7029.612,140.134,5,98.608,finished,,"soft,hard,medium"
23,15,ALB,ALB,Williams,7044.118,154.640,5,98.844,finished,,"soft,hard,medium"
23,16,RUS,RUS,Mercedes,7044.454,154.976,5,98.615,finished,,"soft,hard,medium"
23,17,ALO,ALO,Aston Martin,7046.697,157.219,5,98.713,finished,,"soft,hard,medium"
23,18,MAG,MAG,Haas F1 Team,587.031,0.000,0,100.592,dnf,electrical failure,medium
23,19,TSU,TSU,RB,3323.438,0.000,2,100.005,dnf,engine failure,"soft,hard,medium"
23,20,RIC,RIC,RB,5278.641,0.000,3,98.966,dnf,electrical failure,"soft,hard,medium"
24,1,PER,PER,Red Bull Racing,7247.717,0.000,4,97.521,finished,,"soft,hard,medium"
24,2,VER,VER,Red Bull Racing,7256.231,8.514,5,97.539,finished,,"soft,hard,medium"
24,3,SAI,SAI,Ferrari,7316.947,69.231,4,98.129,finished,,"soft,hard,medium"
24,4,LEC,LEC,Ferrari,7335.899,88.182,5,98.567,finished,,"soft,hard,medium"
24,5,BOT,BOT,Kick Sauber,7365.842,118.125,3,99.646,finished,,"soft,hard,medium"
24,6,MAG,MAG,Haas F1 Team,7382.687,134.970,4,99.628,finished,,"soft,hard,medium"
24,7,ALB,ALB,Williams,7384.708,136.991,4,100.396,finished,,"soft,hard,medium"
24,8,STR,STR,Aston Martin,7385.959,138.243,4,99.679,finished,,"soft,hard,medium"
24,9,RUS,RUS,Mercedes,7386.689,138.972,4,99.696,finished,,"soft,hard,medium"
24,10,ZHO,ZHO,Kick Sauber,7394.035,146.319,4,99.593,finished,,"soft,hard,medium"
24,11,SAR,SAR,Williams,7396.672,148.955,4,99.245,finished,,"soft,hard,medium"
24,12,GAS,GAS,Alpine,7406.799,159.083,5,100.278,finished,,"soft,hard,medium"
24,13,NOR,NOR,McLaren,7408.873,161.157,5,99.566,finished,,"soft,hard,medium"
24,14,OCO,OCO,Alpine,7410.301,162.584,5,99.441,finished,,"soft,hard,medium"
24,15,HUL,HUL,Haas F1 Team,7419.387,171.670,5,99.798,finished,,"soft,hard,medium"
24,16,ALO,ALO,Aston Martin,7420.971,173.254,5,99.483,finished,,"soft,hard,medium"
24,17,TSU,TSU,RB,1741.864,0.000,1,100.903,dnf,electrical failure,"medium,hard"
24,18,PIA,PIA,McLaren,2081.654,0.000,1,100.406,dnf,crash,"medium,hard"
24,19,RIC,RIC,RB,3244.212,0.000,2,100.471,dnf,brake failure,"soft,hard,medium"
24,20,HAM,HAM,Mercedes,4491.535,0.000,3,99.340,dnf,crash,"soft,hard,medium"
25,1,VER,VER,Red Bull Racing,6395.295,0.000,3,98.037,finished,,"soft,hard,medium"
25,2,PER,PER,Red Bull Racing,6422.026,26.731,4,97.979,finished,,"soft,hard,medium"
25,3,LEC,LEC,Ferrari,6449.173,53.878,3,98.680,finished,,"soft,hard,medium"
25,4,SAI,SAI,Ferrari,6484.778,89.483,4,98.769,finished,,"soft,hard,medium"
25,5,NOR,NOR,McLaren,6502.635,107.340,3,99.848,finished,,"soft,hard,medium"
25,6,ZHO,ZHO,Kick Sauber,6518.836,123.541,3,99.834,finished,,"soft,hard,medium"
25,7,OCO,OCO,Alpine,6520.219,124.924,3,99.884,finished,,"soft,hard,medium"
25,8,STR,STR,Aston Martin,6522.611,127.316,3,99.771,finished,,"soft,hard,medium"
25,9,BOT,BOT,Kick Sauber,6524.360,129.064,3,100.059,finished,,"soft,hard,medium"
25,10,RUS,RUS,Mercedes,6526.379,131.084,3,99.874,finished,,"soft,hard,medium"
25,11,TSU,TSU,RB,6527.644,132.349,3,100.243,finished,,"soft,hard,medium"
25,12,MAG,MAG,Haas F1 Team,6535.474,140.178,4,99.622,finished,,"soft,hard,medium"
25,13,PIA,PIA,McLaren,6538.041,142.746,4,99.853,finished,,"soft,hard,medium"
25,14,RIC,RIC,RB,6542.382,147.087,4,99.729,finished,,"soft,hard,medium"
25,15,SAR,SAR,Williams,6547.280,151.985,4,99.814,finished,,"soft,hard,medium"
25,16,HAM,HAM,Mercedes,6548.316,153.021,5,99.026,finished,,"soft,hard,medium"
25,17,ALO,ALO,Aston Martin,6569.155,173.859,5,99.503,finished,,"soft,hard,medium"
25,18,HUL,HUL,Haas F1 Team,547.301,0.000,0,100.788,dnf,brake failure,medium
25,19,ALB,ALB,Williams,1091.686,0.000,0,100.804,dnf,hydraulics failure,soft
25,20,GAS,GAS,Alpine,3250.614,0.000,3,100.145,dnf,electrical failure,"soft,hard,medium"
26,1,PER,PER,Red Bull Racing,7126.133,0.000,4,97.606,finished,,"soft,hard,medium"
26,2,VER,VER,Red Bull Racing,7133.734,7.601,5,96.889,finished,,"soft,hard,medium"
26,3,SAI,SAI,Ferrari,7211.102,84.969,5,97.726,finished,,"soft,hard,medium"
26,4,LEC,LEC,Ferrari,7218.395,92.262,5,98.343,finished,,"soft,hard,medium"
26,5,ZHO,ZHO,Kick Sauber,7258.306,132.173,4,99.245,finished,,"soft,hard,medium"
26,6,RUS,RUS,Mercedes,7258.546,132.414,4,99.060,finished,,"soft,hard,medium"
26,7,HAM,HAM,Mercedes,7266.883,140.750,4,98.902,finished,,"soft,hard,medium"
26,8,SAR,SAR,Williams,7281.856,155.723,5,98.835,finished,,"soft,hard,medium"
26,9,PIA,PIA,McLaren,7283.410,157.278,5,99.165,finished,,"soft,hard,medium"
26,10,STR,STR,Aston Martin,7284.856,158.723,5,99.414,finished,,"soft,hard,medium"
26,11,HUL,HUL,Haas F1 Team,7287.964,161.832,5,99.639,finished,,"soft,hard,medium"
26,12,MAG,MAG,Haas F1 Team,7289.005,162.873,5,98.895,finished,,"soft,hard,medium"
26,13,GAS,GAS,Alpine,7289.401,163.268,5,98.998,finished,,"soft,hard,medium"
26,14,NOR,NOR,McLaren,7289.461,163.329,5,99.387,finished,,"soft,hard,medium"
26,15,RIC,RIC,RB,7290.839,164.707,5,99.025,finished,,"soft,hard,medium"
26,16,OCO,OCO,Alpine,7291.449,165.317,5,99.165,finished,,"soft,hard,medium"
26,17,ALB,ALB,Williams,7294.270,168.137,5,99.247,finished,,"soft,hard,medium"
26,18,ALO,ALO,Aston Martin,7296.176,170.043,5,98.545,finished,,"soft,hard,medium"
26,19,TSU,TSU,RB,6716.747,0.000,4,99.014,dnf,electrical failure,"soft,hard,medium"
26,20,BOT,BOT,Kick Sauber,7006.337,0.000,4,98.454,dnf,engine failure,"soft,hard,medium"
27,1,PER,PER,Red Bull Racing,7156.907,0.000,4,97.667,finished,,"soft,hard,medium"
27,2,VER,VER,Red Bull Racing,7158.028,1.121,4,97.338,finished,,"soft,hard,medium"
27,3,SAI,SAI,Ferrari,7231.751,74.844,5,98.481,finished,,"soft,hard,medium"
27,4,LEC,LEC,Ferrari,7236.121,79.215,4,99.136,finished,,"soft,hard,medium"
27,5,TSU,TSU,RB,7266.907,110.000,3,99.755,finished,,"soft,hard,medium"
27,6,MAG,MAG,Haas F1 Team,7297.984,141.077,4,99.774,finished,,"soft,hard,medium"
27,7,ZHO,ZHO,Kick Sauber,7298.869,141.962,4,99.473,finished,,"soft,hard,medium"
27,8,PIA,PIA,McLaren,7303.274,146.368,4,99.608,finished,,"soft,hard,medium"
27,9,STR,STR,Aston Martin,7305.439,148.532,4,99.529,finished,,"soft,hard,medium"
27,10,RUS,RUS,Mercedes,7306.115,149.208,5,99.772,finished,,"soft,hard,medium"
27,11,NOR,NOR,McLaren,7307.035,150.128,4,99.660,finished,,"soft,hard,medium"
27,12,ALO,ALO,Aston Martin,7308.368,151.461,4,100.055,finished,,"soft,hard,medium"
27,13,BOT,BOT,Kick Sauber,7310.271,153.365,4,100.001,finished,,"soft,hard,medium"
27,14,OCO,OCO,Alpine,7313.083,156.177,4,99.752,finished,,"soft,hard,medium"
27,15,SAR,SAR,Williams,7322.229,165.322,5,99.673,finished,,"soft,hard,medium"
27,16,HAM,HAM,Mercedes,7325.080,168.173,5,100.066,finished,,"soft,hard,medium"
27,17,HUL,HUL,Haas F1 Team,381.775,0.000,0,100.693,dnf,gearbox failure,medium
27,18,ALB,ALB,Williams,2706.025,0.000,2,99.684,dnf,gearbox failure,"soft,hard,medium"
27,19,GAS,GAS,Alpine,5401.387,0.000,3,99.818,dnf,gearbox failure,"soft,hard,medium"
27,20,RIC,RIC,RB,6542.154,0.000,4,99.826,dnf,engine failure,"soft,hard,medium"
28,1,PER,PER,Red Bull Racing,6905.226,0.000,4,96.856,finished,,"soft,hard,medium"
28,2,VER,VER,Red Bull Racing,6907.373,2.147,4,96.943,finished,,"soft,hard,medium"
28,3,LEC,LEC,Ferrari,6968.254,63.028,4,98.270,finished,,"soft,hard,medium"
28,4,SAI,SAI,Ferrari,6969.708,64.482,4,97.986,finished,,"soft,hard,medium"
28,5,OCO,OCO,Alpine,7029.605,124.378,4,99.394,finished,,"soft,hard,medium"
28,6,STR,STR,Aston Martin,7031.658,126.432,4,99.104,finished,,"soft,hard,medium"
28,7,BOT,BOT,Kick Sauber,7031.902,126.676,4,98.966,finished,,"soft,hard,medium"
28,8,PIA,PIA,McLaren,7042.508,137.282,4,98.725,finished,,"soft,hard,medium"
28,9,RUS,RUS,Mercedes,7043.988,138.762,4,98.867,finished,,"soft,hard,medium"
28,10,HAM,HAM,Mercedes,7047.239,142.013,4,98.933,finished,,"soft,hard,medium"
28,11,ALB,ALB,Williams,7048.084,142.857,4,98.961,finished,,"soft,hard,medium"
28,12,NOR,NOR,McLaren,7048.182,142.956,4,98.945,finished,,"soft,hard,medium"
28,13,RIC,RIC,RB,7048.461,143.235,4,98.805,finished,,"soft,hard,medium"
28,14,SAR,SAR,Williams,7049.880,144.654,4,98.538,finished,,"soft,hard,medium"
28,15,TSU,TSU,RB,7050.331,145.105,4,98.673,finished,,"soft,hard,medium"
28,16,MAG,MAG,Haas F1 Team,7061.938,156.712,5,98.587,finished,,"soft,hard,medium"
28,17,ALO,ALO,Aston Martin,7065.847,160.621,5,98.437,finished,,"soft,hard,medium"
28,18,ZHO,ZHO,Kick Sauber,2040.031,0.000,1,100.867,dnf,hydraulics failure,"medium,hard"
28,19,HUL,HUL,Haas F1 Team,3715.995,0.000,2,100.594,dnf,electrical failure,"soft,hard,medium"
28,20,GAS,GAS,Alpine,5587.214,0.000,4,100.355,dnf,hydraulics failure,"soft,hard,medium"
29,1,VER,VER,Red Bull Racing,6910.853,0.000,3,98.085,finished,,"soft,hard,medium"
29,2,PER,PER,Red Bull Racing,6922.130,11.278,3,98.269,finished,,"soft,hard,medium"
29,3,LEC,LEC,Ferrari,6988.456,77.603,3,99.325,finished,,"soft,hard,medium"
29,4,SAI,SAI,Ferrari,7001.459,90.607,4,98.588,finished,,"soft,hard,medium"
29,5,HUL,HUL,Haas F1 Team,7045.354,134.501,3,100.266,finished,,"soft,hard,medium"
29,6,PIA,PIA,McLaren,7051.006,140.153,3,99.740,finished,,"soft,hard,medium"
29,7,STR,STR,Aston Martin,7059.584,148.731,3,100.373,finished,,"soft,hard,medium"
29,8,OCO,OCO,Alpine,7067.863,157.010,4,99.435,finished,,"soft,hard,medium"
29,9,BOT,BOT,Kick Sauber,7069.735,158.882,4,99.544,finished,,"soft,hard,medium"
29,10,RUS,RUS,Mercedes,7071.981,161.128,4,99.914,finished,,"soft,hard,medium"
29,11,NOR,NOR,McLaren,7073.207,162.354,4,99.757,finished,,"soft,hard,medium"
29,12,GAS,GAS,Alpine,7073.337,162.485,4,99.815,finished,,"soft,hard,medium"
29,13,HAM,HAM,Mercedes,7076.398,165.545,4,99.647,finished,,"soft,hard,medium"
